Dia,Hora,Latitud Central,Longitud Central,Tipo de Via,Congestion
Thursday,12:28,-12.075831749999999,-77.08509194999999,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:28,-12.074731100000001,-77.08493775,Avenida Monseñor Jorge Dintilhac,unknown
Thursday,12:28,-12.084088900000001,-77.08991955,Avenida del Pacifico,unknown
Thursday,12:28,-12.084311849999999,-77.09018285,Avenida Brigida Silva de Ochoa,low
Thursday,12:28,-12.074585200000001,-77.0837989,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.07494095,-77.08393749999999,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.074683799999999,-77.0833891,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:28,-12.068940049999998,-77.1003656,Avenida de los Precursores,low
Thursday,12:28,-12.0776876,-77.08820800000001,Avenida de La Marina,low
Thursday,12:28,-12.0832803,-77.08947115000001,Avenida Brigida Silva de Ochoa,low
Thursday,12:28,-12.08422385,-77.0896392,Prolongación Lima,unknown
Thursday,12:28,-12.082497700000001,-77.08645419999999,Jíron Prolongación Cuzco,low
Thursday,12:28,-12.083491,-77.0865915,Avenida Jorge Dintilhac,unknown
Thursday,12:28,-12.074585200000001,-77.0837989,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.0744744,-77.0837573,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.074527100000001,-77.08388679999999,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:28,-12.07382485,-77.10447835,Avenida Los Patriotas,low
Thursday,12:28,-12.07847855,-77.08037064999999,Avenida de La Marina,low
Thursday,12:28,-12.0680768,-77.09747815,Avenida Elmer Faucett,low
Thursday,12:28,-12.0744744,-77.0837573,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.0737274,-77.0834844,Avenida José de la Riva Agüero,low
Thursday,12:28,-12.0744297,-77.0844235,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:28,-12.08177465,-77.0842115,Jirón Prolongación Ayacucho,low
Thursday,12:28,-12.0671143,-77.0973472,Avenida Elmer Faucett,unknown
Thursday,12:28,-12.07819605,-77.08173235000001,Avenida Universitaria,moderate
Thursday,12:28,-12.078103200000001,-77.08188855,Avenida de La Marina,low
Thursday,12:28,-12.077302849999999,-77.080874,Avenida Universitaria,low
Thursday,12:28,-12.084420099999999,-77.08921175,Prolongación Lima,unknown
Thursday,12:28,-12.084912849999998,-77.09059970000001,Avenida Brigida Silva de Ochoa,low
Thursday,12:28,-12.08434555,-77.090123,Avenida Brigida Silva de Ochoa,low
Thursday,12:28,-12.07721405,-77.094037,Avenida de La Marina,low
Thursday,12:28,-12.07376245,-77.1047473,Avenida Los Patriotas,unknown
Thursday,12:28,-12.07360355,-77.10493299999999,Avenida Los Patriotas,low
Thursday,12:29,-12.0819241,-77.08766779999999,Jíron Prolongación Cuzco,low
Thursday,12:29,-12.078686900000001,-77.09470454999999,Avenida Los Patriotas,low
Thursday,12:29,-12.0787407,-77.07947665,Avenida de La Marina,low
Thursday,12:29,-12.08180305,-77.08377315,Jirón Prolongación Ayacucho,low
Thursday,12:29,-12.067581449999999,-77.09735875,Avenida Elmer Faucett,low
Thursday,12:29,-12.07376245,-77.1047473,Avenida Los Patriotas,unknown
Thursday,12:29,-12.074150549999999,-77.10407624999999,Avenida Los Patriotas,low
Thursday,12:29,-12.071218850000001,-77.09021445,Avenida de los Precursores,low
Thursday,12:29,-12.066802299999999,-77.09730795,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.06688085,-77.0973765,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.07809575,-77.08220610000001,Avenida de La Marina,low
Thursday,12:29,-12.07476305,-77.0825896,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:29,-12.0833396,-77.091331,Avenida del Pacifico,unknown
Thursday,12:29,-12.06688085,-77.0973765,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.0668678,-77.0974724,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.0671076,-77.09747795000001,Avenida Elmer Faucett,low
Thursday,12:29,-12.0768325,-77.08071415,Avenida Universitaria,low
Thursday,12:29,-12.0827512,-77.08574999999999,Jíron Prolongación Cuzco,low
Thursday,12:29,-12.08385555,-77.08567655,Avenida José de la Riva Agüero,unknown
Thursday,12:29,-12.082295850000001,-77.08515985,Avenida José de la Riva Agüero,unknown
Thursday,12:29,-12.0667203,-77.0972596,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.065771250000001,-77.0972503,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.08465055,-77.0887098,Prolongación Lima,unknown
Thursday,12:29,-12.0668678,-77.0974724,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.0670946,-77.0975423,Avenida Elmer Faucett,low
Thursday,12:29,-12.0667203,-77.0972596,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.066569699999999,-77.0972046,Avenida Elmer Faucett,low
Thursday,12:29,-12.07794625,-77.082653,Avenida de La Marina,low
Thursday,12:29,-12.078076800000002,-77.08301965,Avenida de La Marina,low
Thursday,12:29,-12.07339775,-77.10537629999999,Avenida Los Patriotas,low
Thursday,12:29,-12.08183015,-77.0832925,Jirón Prolongación Ayacucho,low
Thursday,12:29,-12.0671192,-77.09727235,Avenida Elmer Faucett,low
Thursday,12:29,-12.081078699999999,-77.08221975000001,Avenida Universitaria,low
Thursday,12:29,-12.06562275,-77.09715455,Avenida Elmer Faucett,low
Thursday,12:29,-12.084912849999998,-77.09059970000001,Avenida Brigida Silva de Ochoa,low
Thursday,12:29,-12.0673344,-77.09754785000001,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.06755895,-77.09755915,Avenida Elmer Faucett,low
Thursday,12:29,-12.0700629,-77.09375155000001,Avenida de los Precursores,low
Thursday,12:29,-12.0673344,-77.09754785000001,Avenida Elmer Faucett,unknown
Thursday,12:29,-12.0677974,-77.09769015,Avenida Elmer Faucett,low
Thursday,12:29,-12.0765468,-77.0807093,Ciclovía Universitaria,unknown
Thursday,12:29,-12.07649215,-77.08056325,Avenida Universitaria,low
Thursday,12:29,-12.074845100000001,-77.08128865,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:29,-12.07298825,-77.10548399999999,Avenida de los Insurgentes,low
Thursday,12:29,-12.0850164,-77.087913,Prolongación Lima,unknown
Thursday,12:29,-12.08187335,-77.08272464999999,Jirón Prolongación Ayacucho,low
Thursday,12:29,-12.0668061,-77.0972254,Avenida Elmer Faucett,low
Thursday,12:29,-12.076180749999999,-77.08042425,Avenida Universitaria,low
Thursday,12:29,-12.0737274,-77.0834844,Avenida José de la Riva Agüero,low
Thursday,12:29,-12.0691283,-77.08257875,Avenida de los Precursores,moderate
Thursday,12:29,-12.07674695,-77.08093395,Avenida Universitaria,low
Thursday,12:29,-12.06883525,-77.10133545,Avenida de los Precursores,low
Thursday,12:30,-12.081608,-77.082334,Avenida Universitaria,low
Thursday,12:30,-12.077789849999998,-77.0832477,Avenida de La Marina,low
Thursday,12:30,-12.082953849999999,-77.09212740000001,Avenida del Pacifico,unknown
Thursday,12:30,-12.067788499999999,-77.0975387,Avenida Elmer Faucett,unknown
Thursday,12:30,-12.068031600000001,-77.09766834999999,Avenida Elmer Faucett,low
Thursday,12:30,-12.082220549999999,-77.08897635,Avenida Brigida Silva de Ochoa,low
Thursday,12:30,-12.068688349999999,-77.10247685,Avenida de los Precursores,low
Thursday,12:30,-12.07932485,-77.0778229,Avenida de La Marina,low
Thursday,12:30,-12.0845846,-77.0871013,Avenida Jorge Dintilhac,unknown
Thursday,12:30,-12.0754446,-77.07999115000001,Avenida Universitaria,low
Thursday,12:30,-12.07720975,-77.0812412,Avenida Universitaria,low
Thursday,12:30,-12.0724961,-77.10528305,Avenida de los Insurgentes,low
Thursday,12:30,-12.074759799999999,-77.1028121,Avenida Los Patriotas,low
Thursday,12:30,-12.0819153,-77.082329,Jirón Prolongación Ayacucho,low
Thursday,12:30,-12.08273175,-77.08254975,Avenida Universitaria,low
Thursday,12:30,-12.0777703,-77.08401475,Avenida de La Marina,low
Thursday,12:30,-12.0779204,-77.08361435,Avenida de La Marina,low
Thursday,12:30,-12.0687384,-77.09788069999999,Avenida Elmer Faucett,low
Thursday,12:30,-12.08173765,-77.0887406,Avenida Brigida Silva de Ochoa,low
Thursday,12:30,-12.078054300000002,-77.0840326,Avenida de La Marina,low
Thursday,12:30,-12.0684893,-77.09787275,Avenida Elmer Faucett,low
Thursday,12:30,-12.0813819,-77.0821576,Avenida Universitaria,low
Thursday,12:30,-12.08197795,-77.08203325,Jirón Prolongación Ayacucho,low
Thursday,12:30,-12.0704098,-77.09247930000001,Avenida de los Precursores,low
Thursday,12:30,-12.0706058,-77.09125825000001,Avenida de los Precursores,low
Thursday,12:30,-12.0850267,-77.08730735,Avenida Jorge Dintilhac,unknown
Thursday,12:30,-12.08276665,-77.09254065,Avenida del Pacifico,unknown
Thursday,12:30,-12.072368350000001,-77.1050611,Avenida de La Marina,low
Thursday,12:30,-12.072142750000001,-77.10512589999999,Avenida de los Insurgentes,low
Thursday,12:30,-12.08547115,-77.08692245,Prolongación Lima,unknown
Thursday,12:30,-12.0827955,-77.0925534,Avenida del Pacifico,unknown
Thursday,12:30,-12.0830128,-77.09215395,Avenida del Pacifico,unknown
Thursday,12:31,-12.07746935,-77.0814836,Avenida Universitaria,low
Thursday,12:31,-12.077773350000001,-77.08156650000001,Avenida Universitaria,low
Thursday,12:31,-12.064793,-77.09719655,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.0648293,-77.09715765,Avenida Rafael Escardó,unknown
Thursday,12:31,-12.0689347,-77.09811825,Avenida Elmer Faucett,low
Thursday,12:31,-12.0821658,-77.08141785000001,Jirón Prolongación Ayacucho,low
Thursday,12:31,-12.06459905,-77.0971876,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.0777992,-77.08180565,Avenida de La Marina,low
Thursday,12:31,-12.077649699999998,-77.08225254999999,Avenida La Marina,low
Thursday,12:31,-12.0647962,-77.09711525,Avenida Elmer Faucett,low
Thursday,12:31,-12.064917999999999,-77.0969404,Avenida Rafael Escardó,low
Thursday,12:31,-12.0724595,-77.10483020000001,Avenida de La Marina,low
Thursday,12:31,-12.0647599,-77.09715415,Avenida Rafael Escardó,unknown
Thursday,12:31,-12.064409600000001,-77.09709720000001,Avenida Elmer Faucett,low
Thursday,12:31,-12.08504835,-77.08613285000001,Avenida José de la Riva Agüero,unknown
Thursday,12:31,-12.08385555,-77.08567655,Avenida José de la Riva Agüero,unknown
Thursday,12:31,-12.0724912,-77.1038394,Avenida de La Marina,low
Thursday,12:31,-12.07804785,-77.08441834999999,Avenida de La Marina,low
Thursday,12:31,-12.077955450000001,-77.08441265,Avenida José de la Riva Agüero,low
Thursday,12:31,-12.0726543,-77.1042121,Avenida de La Marina,low
Thursday,12:31,-12.064201449999999,-77.0971695,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.06505615,-77.09666385,Avenida Rafael Escardó,unknown
Thursday,12:31,-12.0748897,-77.0796216,Avenida Universitaria,low
Thursday,12:31,-12.0750375,-77.07917975000001,Avenida Manuel Cipriano Dulanto,low
Thursday,12:31,-12.07523225,-77.08034885000001,Calle A,low
Thursday,12:31,-12.074906850000001,-77.08010465,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:31,-12.074713200000001,-77.0794689,Avenida Universitaria,low
Thursday,12:31,-12.07483475,-77.0796803,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:31,-12.08548205,-77.0863312,Avenida José de la Riva Agüero,unknown
Thursday,12:31,-12.08504835,-77.08613285000001,Avenida José de la Riva Agüero,unknown
Thursday,12:31,-12.0751571,-77.10199595,Avenida Los Patriotas,low
Thursday,12:31,-12.08061575,-77.08200735,Avenida Universitaria,low
Thursday,12:31,-12.065455100000001,-77.0958942,Avenida Rafael Escardó,low
Thursday,12:31,-12.08340055,-77.09135979999999,Avenida del Pacifico,unknown
Thursday,12:31,-12.07487025,-77.07981475,Avenida Universitaria,low
Thursday,12:31,-12.074810549999999,-77.07987675,Prolongación Avenida Mariscal de la Mar,unknown
Thursday,12:31,-12.08240105,-77.08082105,Jirón Prolongación Ayacucho,low
Thursday,12:31,-12.0640109,-77.09711965,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.06387805,-77.09707470000001,Avenida Elmer Faucett,low
Thursday,12:31,-12.0637568,-77.09714805,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.086049150000001,-77.08565010000001,Prolongación Lima,unknown
Thursday,12:31,-12.08548205,-77.0863312,Avenida José de la Riva Agüero,unknown
Thursday,12:31,-12.0752454,-77.08009820000001,Avenida Universitaria,low
Thursday,12:31,-12.0749252,-77.07975605,Prolongación Avenida Mariscal de la Mar,unknown
Thursday,12:31,-12.0730588,-77.07877195,Avenida Universitaria,low
Thursday,12:31,-12.07475955,-77.08064354999999,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:31,-12.068521,-77.103797,Avenida de los Precursores,low
Thursday,12:31,-12.08384545,-77.0827644,Avenida Universitaria,low
Thursday,12:31,-12.083475199999999,-77.08301800000001,Jíron Prolongación Cuzco,low
Thursday,12:31,-12.0796917,-77.08171555,Avenida Universitaria,low
Thursday,12:31,-12.07569625,-77.1008775,Avenida Los Patriotas,low
Thursday,12:31,-12.075720650000001,-77.080426,Avenida Universitaria,low
Thursday,12:31,-12.06358085,-77.09706374999999,Avenida Elmer Faucett,low
Thursday,12:31,-12.0797195,-77.07673435000001,Avenida de La Marina,low
Thursday,12:31,-12.0635069,-77.09709824999999,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.06303475,-77.09711279999999,Avenida Elmer Faucett,unknown
Thursday,12:31,-12.08260465,-77.0804034,Jirón Prolongación Ayacucho,low
Thursday,12:31,-12.07990655,-77.0762449,Avenida de La Marina,low
Thursday,12:31,-12.0728656,-77.1034406,Avenida de La Marina,low
Thursday,12:31,-12.0629865,-77.0970426,Avenida Elmer Faucett,low
Thursday,12:31,-12.075226449999999,-77.07830695,Avenida Manuel Cipriano Dulanto,low
Thursday,12:31,-12.0760895,-77.0806104,Avenida Universitaria,low
Thursday,12:31,-12.075914650000001,-77.0804169,Ciclovía Universitaria,low
Thursday,12:31,-12.08382735,-77.0904632,Avenida del Pacifico,unknown
Thursday,12:31,-12.0678036,-77.10401300000001,Avenida de los Insurgentes,low
Thursday,12:31,-12.08440675,-77.0828917,Avenida Universitaria,low
Thursday,12:31,-12.08300355,-77.07962839999999,Jirón Prolongación Ayacucho,low
Thursday,12:31,-12.08333145,-77.08356265,Jíron Prolongación Cuzco,low
Thursday,12:31,-12.07300125,-77.10293419999999,Avenida de La Marina,low
Thursday,12:32,-12.076410249999999,-77.0807638,Avenida Universitaria,low
Thursday,12:32,-12.0763556,-77.08061774999999,Ciclovía Universitaria,unknown
Thursday,12:32,-12.06583545,-77.09515945,Avenida Rafael Escardó,unknown
Thursday,12:32,-12.0832136,-77.08402290000001,Jíron Prolongación Cuzco,low
Thursday,12:32,-12.07545885,-77.07715375000001,Avenida Manuel Cipriano Dulanto,low
Thursday,12:32,-12.0857855,-77.08339190000001,Avenida Universitaria,low
Thursday,12:32,-12.0805407,-77.07447995,Avenida de La Marina,low
Thursday,12:32,-12.07998,-77.0757601,Avenida Coronel Juan Valer Sandoval,unknown
Thursday,12:32,-12.06251435,-77.09705715,Avenida República de Venezuela,unknown
Thursday,12:32,-12.06608885,-77.0946681,Avenida Rafael Escardó,low
Thursday,12:32,-12.074697050000001,-77.08176205000001,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:32,-12.0734082,-77.101952,Avenida de La Marina,low
Thursday,12:32,-12.07998,-77.0757601,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.0793794,-77.07554429999999,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.079808750000002,-77.07594065,Avenida de La Marina,low
Thursday,12:32,-12.08652055,-77.0846067,Prolongación Lima,unknown
Thursday,12:32,-12.0830938,-77.08449540000001,Jíron Prolongación Cuzco,low
Thursday,12:32,-12.073263749999999,-77.10215604999999,Avenida de La Marina,low
Thursday,12:32,-12.0796493,-77.07639275,Avenida de La Marina,low
Thursday,12:32,-12.0835097,-77.0786399,Jirón Prolongación Ayacucho,low
Thursday,12:32,-12.06654645,-77.10399545,Avenida de los Insurgentes,low
Thursday,12:32,-12.086764,-77.084086,Prolongación Lima,unknown
Thursday,12:32,-12.0829573,-77.08502725,Jíron Prolongación Cuzco,low
Thursday,12:32,-12.074649350000001,-77.08256205,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:32,-12.06637205,-77.0941406,Avenida Rafael Escardó,unknown
Thursday,12:32,-12.06606035,-77.09464320000001,Avenida Rafael Escardó,low
Thursday,12:32,-12.07954595,-77.07666945,Avenida de La Marina,low
Thursday,12:32,-12.06637205,-77.0941406,Avenida Rafael Escardó,low
Thursday,12:32,-12.0665898,-77.0938361,Avenida Rafael Escardó,low
Thursday,12:32,-12.0793802,-77.07711335,Avenida de La Marina,low
Thursday,12:32,-12.07869125,-77.0752823,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.0793794,-77.07554429999999,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.08714735,-77.08395285,Avenida Universitaria,low
Thursday,12:32,-12.08692215,-77.0837558,Prolongación Lima,unknown
Thursday,12:32,-12.075613449999999,-77.0763682,Avenida Manuel Cipriano Dulanto,low
Thursday,12:32,-12.0736247,-77.10145795,Avenida de La Marina,low
Thursday,12:32,-12.075573200000001,-77.0763373,Avenida Abraham Lincoln,unknown
Thursday,12:32,-12.07594475,-77.07524885000001,Avenida Manuel Cipriano Dulanto,low
Thursday,12:32,-12.087323300000001,-77.08386385,Avenida Universitaria,unknown
Thursday,12:32,-12.0865227,-77.08349385,Avenida Universitaria,unknown
Thursday,12:32,-12.08710335,-77.0833748,Avenida Lima,unknown
Thursday,12:32,-12.07457775,-77.08334295,Prolongación Avenida Mariscal de la Mar,low
Thursday,12:32,-12.075014249999999,-77.0762592,Avenida Abraham Lincoln,low
Thursday,12:32,-12.0755223,-77.07635644999999,Avenida Manuel Cipriano Dulanto,low
Thursday,12:32,-12.083946050000002,-77.07778145,Jirón Prolongación Ayacucho,low
Thursday,12:32,-12.073998150000001,-77.10065785,Avenida de La Marina,low
Thursday,12:32,-12.07556255,-77.07638735,Avenida Abraham Lincoln,low
Thursday,12:32,-12.07536545,-77.07713705,Avenida Manuel Cipriano Dulanto,low
Thursday,12:32,-12.07869125,-77.0752823,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.07829155,-77.07509974999999,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.0669643,-77.0934539,Avenida Rafael Escardó,low
Thursday,12:32,-12.0665898,-77.0938361,Avenida Rafael Escardó,low
Thursday,12:32,-12.065874,-77.1040604,Avenida de los Insurgentes,low
Thursday,12:32,-12.065776,-77.09511755,Avenida Rafael Escardó,low
Thursday,12:32,-12.0711185,-77.07809295000001,Avenida Universitaria,low
Thursday,12:32,-12.0877937,-77.08427015,Calle Leoncio Prado,low
Thursday,12:32,-12.065387699999999,-77.09586304999999,Avenida Rafael Escardó,low
Thursday,12:32,-12.07900415,-77.07816775,Avenida de La Marina,low
Thursday,12:32,-12.0652459,-77.1041868,Avenida de los Insurgentes,low
Thursday,12:32,-12.07829155,-77.07509974999999,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.0778939,-77.07491585,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:32,-12.0874199,-77.08273885,Avenida Lima,unknown
Thursday,12:32,-12.086810750000001,-77.08287125000001,Jirón Independencia,low
Thursday,12:32,-12.067431500000001,-77.0923833,Avenida Rafael Escardó,low
Thursday,12:32,-12.0669643,-77.0934539,Avenida Rafael Escardó,low
Thursday,12:32,-12.087323300000001,-77.08386385,Avenida Universitaria,unknown
Thursday,12:32,-12.085690249999999,-77.08315475,Avenida Universitaria,low
Thursday,12:32,-12.0778939,-77.07491585,Avenida Coronel Juan Valer Sandoval,low
Thursday,12:33,-12.07742855,-77.07469975000001,Avenida Coronel Juan Valer Sandoval,low
